@context
jams.components.core.SpatialContext	HRULoop	506
@ancestors
jams.components.core.TemporalContext	TimeLoop	9999
@filters
@attributes
ID	value
@types
JAMSLong	JAMSDouble
@data
TimeLoop	1985-01-01 00:00
@start
2462800	+3.53000E002
2462600	+3.65000E002
2462400	+3.49000E002
2462200	+3.65000E002
2462000	+3.42000E002
2461800	+3.65000E002
2461600	+3.47000E002
2461400	+3.65000E002
2461200	+3.44000E002
2461000	+3.47000E002
2460800	+3.65000E002
2460600	+3.54000E002
2460400	+3.51000E002
2460201	+2.43000E002
2460200	+2.60000E002
2460001	+3.65000E002
2460000	+3.65000E002
2459800	+3.03000E002
2459600	+3.65000E002
2459400	+3.65000E002
2459200	+3.61000E002
2459000	+3.65000E002
2458800	+3.65000E002
2458601	+3.25000E002
2458600	+3.31000E002
2458400	+3.65000E002
2458200	+3.64000E002
2458000	+3.47000E002
2457800	+3.58000E002
2457600	+3.47000E002
2457400	+3.04000E002
2457200	+2.56000E002
2457000	+3.65000E002
2456800	+3.49000E002
2456600	+3.65000E002
2456400	+3.60000E002
2456200	+3.45000E002
2456000	+3.65000E002
2455800	+3.65000E002
2455600	+3.65000E002
2455401	+3.50000E002
2455400	+3.48000E002
2455200	+3.47000E002
2455000	+3.46000E002
2454800	+3.44000E002
2454600	+3.46000E002
2454400	+3.47000E002
2454200	+3.65000E002
2454000	+3.37000E002
2453800	+3.46000E002
2453600	+3.65000E002
2453400	+3.65000E002
2453200	+3.65000E002
2453000	+3.65000E002
2452800	+3.65000E002
2452600	+3.65000E002
2452400	+3.65000E002
2452200	+3.65000E002
2452000	+2.14000E002
2451800	+3.36000E002
2451600	+3.45000E002
2451400	+3.45000E002
2451200	+2.97000E002
2451000	+3.02000E002
2450800	+3.54000E002
2450600	+2.93000E002
2450400	+2.94000E002
2450200	+2.93000E002
2450000	+3.42000E002
2449800	+3.65000E002
2449600	+3.65000E002
2449400	+3.65000E002
2449200	+3.60000E002
2449000	+3.65000E002
2448800	+3.65000E002
2448600	+3.65000E002
2448400	+3.65000E002
2448200	+3.53000E002
2448000	+3.65000E002
2447800	+3.07000E002
2447601	+2.80000E002
2447600	+3.27000E002
2447400	+2.36000E002
2447200	+3.65000E002
2447000	+3.54000E002
2446800	+3.65000E002
2446600	+3.65000E002
2446400	+3.39000E002
2446201	+2.24000E002
2446200	+2.32000E002
2446000	+2.56000E002
2445800	+3.51000E002
2445600	+2.55000E002
2445400	+3.15000E002
2445200	+2.38000E002
2445000	+2.53000E002
2444800	+2.51000E002
2444600	+2.49000E002
2444400	+3.52000E002
2444200	+3.52000E002
2444000	+3.27000E002
2443800	+2.77000E002
2443601	+2.92000E002
2443600	+3.24000E002
2443400	+3.03000E002
2443200	+3.00000E002
2443000	+3.65000E002
2442800	+3.12000E002
2442600	+3.37000E002
2442400	+3.33000E002
2442200	+3.65000E002
2442000	+3.65000E002
2441800	+3.65000E002
2441600	+3.65000E002
2441400	+3.65000E002
2441200	+3.65000E002
2441000	+3.65000E002
2440800	+3.65000E002
2440600	+3.65000E002
2440400	+3.65000E002
2440200	+3.65000E002
2440001	+3.65000E002
2440000	+3.65000E002
2439800	+3.65000E002
2439600	+3.65000E002
2439400	+3.65000E002
2439200	+3.65000E002
2439000	+3.60000E002
2438800	+3.65000E002
2438600	+3.65000E002
2438400	+3.65000E002
2438200	+3.65000E002
2438000	+3.65000E002
2437800	+3.65000E002
2437600	+3.65000E002
2437400	+3.65000E002
2437201	+3.65000E002
2437200	+3.65000E002
2437000	+3.65000E002
2436800	+3.65000E002
2436600	+3.65000E002
2436400	+3.65000E002
2436200	+3.65000E002
2436000	+3.65000E002
2435800	+3.65000E002
2435600	+3.65000E002
2435400	+3.65000E002
2435200	+3.65000E002
2435000	+3.65000E002
2434800	+3.65000E002
2434600	+3.65000E002
2434400	+3.65000E002
2434200	+3.47000E002
2434000	+3.65000E002
2433800	+3.65000E002
2433600	+3.65000E002
2433400	+3.65000E002
2433200	+3.65000E002
2433000	+3.65000E002
2432800	+3.47000E002
2432600	+3.65000E002
2432400	+3.65000E002
2432200	+3.65000E002
2432000	+3.65000E002
2431800	+3.65000E002
2431600	+3.65000E002
2431400	+3.65000E002
2431200	+3.65000E002
2431000	+3.65000E002
2430800	+3.40000E002
2430600	+3.41000E002
2430400	+3.65000E002
2430200	+3.65000E002
2430000	+3.65000E002
2429800	+3.61000E002
2429600	+3.65000E002
2429400	+3.65000E002
2429200	+3.65000E002
2429000	+3.65000E002
2428800	+3.65000E002
2428600	+3.65000E002
2428400	+3.65000E002
2428200	+3.65000E002
2428000	+3.58000E002
2427800	+3.65000E002
2427600	+3.65000E002
2427401	+3.65000E002
2427400	+3.65000E002
2427200	+3.65000E002
2427000	+3.65000E002
2426800	+3.42000E002
2426600	+3.65000E002
2426401	+2.74000E002
2426400	+3.65000E002
2426200	+3.65000E002
2426000	+3.65000E002
2425800	+3.65000E002
2425601	+3.65000E002
2425600	+3.65000E002
2425400	+3.65000E002
2425200	+3.65000E002
2425000	+3.65000E002
2424800	+3.65000E002
2424600	+3.65000E002
2424400	+3.65000E002
2424200	+3.65000E002
2424000	+3.54000E002
2423800	+3.65000E002
2423600	+3.65000E002
2423400	+3.64000E002
2423200	+3.52000E002
2423000	+3.65000E002
2422800	+3.53000E002
2422601	+3.65000E002
2422600	+3.65000E002
2422400	+3.65000E002
2422200	+3.65000E002
2422001	+3.65000E002
2422000	+3.65000E002
2421800	+3.65000E002
2421600	+3.65000E002
2421400	+3.65000E002
2421200	+3.60000E002
2421000	+3.65000E002
2420801	+3.65000E002
2420800	+3.65000E002
2420600	+3.65000E002
2420400	+3.55000E002
2420200	+3.29000E002
2420000	+3.65000E002
2419800	+3.29000E002
2419600	+3.41000E002
2419401	+3.17000E002
2419400	+3.18000E002
2419200	+3.29000E002
2419000	+3.29000E002
2418800	+3.29000E002
2418600	+3.65000E002
2418400	+3.65000E002
2418200	+3.65000E002
2418001	+3.29000E002
2418000	+3.29000E002
2417800	+3.65000E002
2417600	+3.65000E002
2417400	+3.65000E002
2417200	+3.58000E002
2417000	+3.65000E002
2416800	+3.58000E002
2416600	+3.58000E002
2416400	+3.65000E002
2416200	+3.60000E002
2416000	+3.65000E002
2415800	+3.65000E002
2415600	+3.65000E002
2415400	+3.65000E002
2415200	+3.65000E002
2415000	+3.62000E002
2414800	+3.63000E002
2414600	+3.65000E002
2414400	+3.62000E002
2414200	+3.65000E002
2414000	+3.60000E002
2413800	+3.65000E002
2413600	+3.65000E002
2413400	+3.65000E002
2413200	+3.56000E002
2413000	+3.65000E002
2412800	+3.65000E002
2412600	+3.65000E002
2412400	+3.65000E002
2412200	+3.65000E002
2412000	+3.65000E002
2411800	+3.65000E002
2411600	+3.65000E002
2411400	+3.39000E002
2411200	+3.65000E002
2411000	+3.65000E002
2410800	+3.65000E002
2410600	+3.65000E002
2410400	+3.65000E002
2410200	+3.62000E002
2410000	+3.62000E002
2409800	+3.62000E002
2409600	+3.63000E002
2409400	+3.62000E002
2409200	+3.63000E002
2409000	+3.65000E002
2408800	+3.64000E002
2408600	+3.63000E002
2408401	+3.31000E002
@end
TimeLoop	2000-01-01 00:00
@start
2504600	+2.96000E002
2504400	+3.64000E002
2504201	+2.51000E002
2504200	+3.66000E002
2504000	+3.66000E002
2503800	+3.66000E002
2503600	+3.66000E002
2503401	+3.66000E002
2503400	+3.66000E002
2503200	+3.66000E002
2503000	+3.66000E002
2502800	+3.41000E002
2502600	+3.66000E002
2502400	+3.66000E002
2502201	+3.66000E002
2502200	+3.66000E002
2502000	+3.66000E002
2501800	+3.66000E002
2501600	+3.66000E002
2501400	+3.66000E002
2501200	+3.66000E002
2501000	+3.66000E002
2500800	+3.66000E002
2500600	+3.66000E002
2500400	+3.66000E002
2500200	+3.66000E002
2500001	+3.66000E002
2500000	+3.66000E002
2499800	+3.66000E002
2499600	+2.94000E002
2499400	+3.66000E002
2499200	+3.66000E002
2499000	+3.66000E002
2498800	+3.66000E002
2498600	+3.66000E002
2498400	+3.66000E002
2498200	+3.66000E002
2498000	+3.66000E002
2497800	+3.66000E002
2497600	+3.66000E002
2497400	+3.66000E002
2497200	+3.66000E002
2497000	+3.35000E002
2496800	+3.66000E002
2496600	+3.66000E002
2496400	+3.66000E002
2496201	+3.66000E002
2496000	+3.66000E002
2495800	+3.66000E002
2495600	+3.66000E002
2495400	+3.66000E002
2495200	+3.66000E002
2495000	+3.66000E002
2494800	+3.66000E002
2494600	+3.66000E002
2494400	+3.66000E002
2494200	+3.66000E002
2494000	+3.66000E002
2493800	+3.66000E002
2493600	+3.66000E002
2493400	+3.61000E002
2493200	+3.66000E002
2493001	+3.30000E002
2493000	+3.42000E002
2492800	+3.66000E002
2492600	+3.66000E002
2492400	+3.66000E002
2492200	+3.51000E002
2492000	+3.48000E002
2491800	+3.66000E002
2491600	+3.66000E002
2491400	+3.66000E002
2491200	+3.66000E002
2491001	+3.66000E002
2491000	+3.66000E002
2490800	+3.52000E002
2490600	+3.66000E002
2490400	+3.66000E002
2490200	+3.66000E002
2490000	+3.66000E002
2489800	+3.66000E002
2489600	+3.66000E002
2489400	+3.66000E002
2489200	+3.66000E002
2489000	+3.66000E002
2488800	+3.66000E002
2488600	+3.66000E002
2488400	+3.66000E002
2488200	+3.66000E002
2488000	+3.66000E002
2487800	+3.66000E002
2487600	+3.66000E002
2487400	+3.66000E002
2487200	+3.66000E002
2487000	+3.66000E002
2486800	+3.66000E002
2486600	+3.66000E002
2486400	+3.66000E002
2486200	+3.66000E002
2486000	+3.66000E002
2485800	+3.66000E002
2485600	+3.66000E002
2485400	+3.66000E002
2485200	+3.66000E002
2485000	+3.66000E002
2484800	+3.66000E002
2484600	+3.66000E002
2484400	+3.66000E002
2484200	+3.66000E002
2484000	+3.66000E002
2483801	+3.66000E002
2483600	+3.66000E002
2483400	+3.66000E002
2483200	+3.66000E002
2483000	+3.66000E002
2482800	+3.66000E002
2482600	+3.66000E002
2482400	+3.66000E002
2482200	+3.66000E002
2482000	+3.66000E002
2481800	+3.30000E002
2481600	+3.48000E002
2481400	+3.31000E002
2481200	+3.32000E002
2481000	+3.66000E002
2480800	+3.35000E002
2480600	+3.31000E002
2480400	+3.51000E002
2480200	+3.66000E002
2480000	+3.66000E002
2479800	+3.66000E002
2479600	+3.66000E002
2479400	+2.36000E002
2479200	+3.55000E002
2479000	+3.66000E002
2478800	+3.19000E002
2478600	+3.66000E002
2478400	+3.33000E002
2478200	+3.33000E002
2478000	+3.32000E002
2477800	+2.62000E002
2477600	+3.66000E002
2477400	+2.62000E002
2477200	+2.68000E002
2477000	+3.66000E002
2476800	+2.74000E002
2476600	+3.66000E002
2476400	+3.23000E002
2476200	+3.60000E002
2476000	+2.79000E002
2475800	+3.65000E002
2475600	+3.09000E002
2475400	+3.66000E002
2475200	+2.76000E002
2475000	+3.66000E002
2474800	+2.77000E002
2474600	+3.66000E002
2474400	+3.66000E002
2474200	+3.66000E002
2474000	+3.66000E002
2473800	+3.66000E002
2473600	+3.66000E002
2473400	+3.66000E002
2473200	+3.66000E002
2473000	+3.66000E002
2472800	+3.66000E002
2472600	+3.66000E002
2472400	+3.66000E002
2472200	+3.66000E002
2472000	+3.56000E002
2471800	+3.31000E002
2471600	+3.66000E002
2471401	+3.66000E002
2471400	+3.66000E002
2471200	+3.46000E002
2471000	+3.66000E002
2470800	+3.66000E002
2470600	+3.66000E002
2470400	+3.66000E002
2470200	+3.66000E002
2470000	+3.66000E002
2469800	+3.66000E002
2469600	+3.66000E002
2469400	+3.66000E002
2469200	+3.53000E002
2469000	+3.66000E002
2468800	+3.40000E002
2468600	+3.66000E002
2468400	+3.66000E002
2468200	+3.66000E002
2468000	+3.63000E002
2467800	+3.66000E002
2467600	+3.66000E002
2467400	+2.86000E002
2467200	+3.65000E002
2467000	+3.65000E002
2466800	+2.72000E002
2466600	+3.29000E002
2466400	+3.29000E002
2466200	+3.60000E002
2466000	+3.66000E002
2465800	+3.11000E002
2465600	+3.22000E002
2465400	+2.17000E002
2465200	+3.39000E002
2465000	+3.23000E002
2464800	+3.66000E002
2464600	+3.66000E002
2464400	+3.66000E002
2464200	+3.66000E002
2464000	+3.45000E002
2463800	+3.55000E002
2463600	+2.47000E002
2463400	+3.66000E002
2463200	+3.65000E002
2463000	+2.58000E002
2462800	+3.60000E002
2462600	+3.66000E002
2462400	+3.57000E002
2462200	+3.66000E002
2462000	+3.54000E002
2461800	+3.66000E002
2461600	+3.40000E002
2461400	+3.66000E002
2461200	+3.55000E002
2461000	+3.45000E002
2460800	+3.66000E002
2460600	+3.66000E002
2460400	+3.46000E002
2460201	+2.49000E002
2460200	+2.67000E002
2460001	+3.66000E002
2460000	+3.66000E002
2459800	+2.58000E002
2459600	+3.60000E002
2459400	+3.66000E002
2459200	+3.66000E002
2459000	+3.66000E002
2458800	+3.66000E002
2458601	+3.30000E002
2458600	+3.42000E002
2458400	+3.66000E002
2458200	+3.66000E002
2458000	+3.42000E002
2457800	+3.58000E002
2457600	+3.40000E002
2457400	+2.84000E002
2457200	+2.72000E002
2457000	+3.66000E002
2456800	+3.60000E002
2456600	+3.66000E002
2456400	+3.66000E002
2456200	+3.53000E002
2456000	+3.66000E002
2455800	+3.66000E002
2455600	+3.66000E002
2455401	+3.43000E002
2455400	+3.47000E002
2455200	+3.46000E002
2455000	+3.34000E002
2454800	+3.29000E002
2454600	+3.33000E002
2454400	+3.41000E002
2454200	+3.66000E002
2454000	+3.30000E002
2453800	+3.34000E002
2453600	+3.66000E002
2453400	+3.66000E002
2453200	+3.66000E002
2453000	+3.66000E002
2452800	+3.66000E002
2452600	+3.66000E002
2452400	+3.66000E002
2452200	+3.66000E002
2452000	+1.99000E002
2451800	+3.25000E002
2451600	+3.33000E002
2451400	+3.55000E002
2451200	+2.88000E002
2451000	+2.92000E002
2450800	+3.59000E002
2450600	+2.85000E002
2450400	+2.82000E002
2450200	+2.83000E002
2450000	+3.26000E002
2449800	+3.66000E002
2449600	+3.66000E002
2449400	+3.66000E002
2449200	+3.66000E002
2449000	+3.66000E002
2448800	+3.66000E002
2448600	+3.66000E002
2448400	+3.66000E002
2448200	+3.66000E002
2448000	+3.66000E002
2447800	+2.57000E002
2447601	+2.81000E002
2447600	+3.15000E002
2447400	+2.26000E002
2447200	+3.66000E002
2447000	+3.66000E002
2446800	+3.66000E002
2446600	+3.66000E002
2446400	+3.34000E002
2446201	+2.03000E002
2446200	+2.24000E002
2446000	+2.61000E002
2445800	+3.45000E002
2445600	+2.63000E002
2445400	+3.02000E002
2445200	+2.32000E002
2445000	+2.60000E002
2444800	+2.34000E002
2444600	+2.36000E002
2444400	+3.54000E002
2444200	+3.54000E002
2444000	+3.08000E002
2443800	+2.66000E002
2443601	+2.71000E002
2443600	+3.07000E002
2443400	+2.44000E002
2443200	+2.39000E002
2443000	+3.66000E002
2442800	+2.53000E002
2442600	+3.32000E002
2442400	+3.12000E002
2442200	+3.66000E002
2442000	+3.66000E002
2441800	+3.66000E002
2441600	+3.66000E002
2441400	+3.66000E002
2441200	+3.66000E002
2441000	+3.66000E002
2440800	+3.66000E002
2440600	+3.66000E002
2440400	+3.66000E002
2440200	+3.66000E002
2440001	+3.66000E002
2440000	+3.66000E002
2439800	+3.66000E002
2439600	+3.66000E002
2439400	+3.66000E002
2439200	+3.66000E002
2439000	+3.55000E002
2438800	+3.66000E002
2438600	+3.66000E002
2438400	+3.66000E002
2438200	+3.66000E002
2438000	+3.66000E002
2437800	+3.66000E002
2437600	+3.66000E002
2437400	+3.66000E002
2437201	+3.66000E002
2437200	+3.66000E002
2437000	+3.66000E002
2436800	+3.66000E002
2436600	+3.66000E002
2436400	+3.66000E002
2436200	+3.66000E002
2436000	+3.66000E002
2435800	+3.66000E002
2435600	+3.66000E002
2435400	+3.66000E002
2435200	+3.66000E002
2435000	+3.66000E002
2434800	+3.66000E002
2434600	+3.66000E002
2434400	+3.66000E002
2434200	+3.62000E002
2434000	+3.66000E002
2433800	+3.66000E002
2433600	+3.66000E002
2433400	+3.66000E002
2433200	+3.66000E002
2433000	+3.66000E002
2432800	+3.59000E002
2432600	+3.66000E002
2432400	+3.66000E002
2432200	+3.66000E002
2432000	+3.66000E002
2431800	+3.66000E002
2431600	+3.66000E002
2431400	+3.66000E002
2431200	+3.66000E002
2431000	+3.66000E002
2430800	+3.34000E002
2430600	+3.29000E002
2430400	+3.66000E002
2430200	+3.66000E002
2430000	+3.66000E002
2429800	+3.66000E002
2429600	+3.66000E002
2429400	+3.66000E002
2429200	+3.66000E002
2429000	+3.66000E002
2428800	+3.66000E002
2428600	+3.66000E002
2428400	+3.66000E002
2428200	+3.66000E002
2428000	+3.61000E002
2427800	+3.66000E002
2427600	+3.66000E002
2427401	+3.66000E002
2427400	+3.66000E002
2427200	+3.66000E002
2427000	+3.66000E002
2426800	+3.43000E002
2426600	+3.66000E002
2426401	+2.28000E002
2426400	+3.66000E002
2426200	+3.66000E002
2426000	+3.66000E002
2425800	+3.66000E002
2425601	+3.66000E002
2425600	+3.66000E002
2425400	+3.66000E002
2425200	+3.66000E002
2425000	+3.66000E002
2424800	+3.66000E002
2424600	+3.66000E002
2424400	+3.66000E002
2424200	+3.66000E002
2424000	+3.39000E002
2423800	+3.66000E002
2423600	+3.66000E002
2423400	+3.66000E002
2423200	+3.45000E002
2423000	+3.66000E002
2422800	+3.48000E002
2422601	+3.66000E002
2422600	+3.66000E002
2422400	+3.66000E002
2422200	+3.66000E002
2422001	+3.66000E002
2422000	+3.66000E002
2421800	+3.66000E002
2421600	+3.66000E002
2421400	+3.66000E002
2421200	+3.66000E002
2421000	+3.66000E002
2420801	+3.66000E002
2420800	+3.66000E002
2420600	+3.66000E002
2420400	+3.49000E002
2420200	+2.89000E002
2420000	+3.66000E002
2419800	+2.87000E002
2419600	+3.35000E002
2419401	+2.74000E002
2419400	+2.74000E002
2419200	+2.83000E002
2419000	+3.15000E002
2418800	+2.84000E002
2418600	+3.53000E002
2418400	+3.66000E002
2418200	+3.66000E002
2418001	+2.86000E002
2418000	+2.91000E002
2417800	+3.54000E002
2417600	+3.65000E002
2417400	+3.66000E002
2417200	+3.56000E002
2417000	+3.39000E002
2416800	+3.57000E002
2416600	+3.56000E002
2416400	+3.54000E002
2416200	+3.57000E002
2416000	+3.58000E002
2415800	+3.61000E002
2415600	+3.66000E002
2415400	+3.45000E002
2415200	+3.66000E002
2415000	+3.53000E002
2414800	+3.66000E002
2414600	+3.64000E002
2414400	+3.54000E002
2414200	+3.51000E002
2414000	+3.58000E002
2413800	+3.66000E002
2413600	+3.66000E002
2413400	+3.66000E002
2413200	+3.65000E002
2413000	+3.66000E002
2412800	+3.66000E002
2412600	+3.66000E002
2412400	+3.66000E002
2412200	+3.66000E002
2412000	+3.62000E002
2411800	+3.66000E002
2411600	+3.55000E002
2411400	+3.61000E002
2411200	+3.43000E002
2411000	+3.58000E002
2410800	+3.66000E002
2410600	+3.62000E002
2410400	+3.47000E002
2410200	+3.63000E002
2410000	+3.63000E002
2409800	+3.63000E002
2409600	+3.58000E002
2409400	+3.61000E002
2409200	+3.61000E002
2409000	+3.57000E002
2408800	+3.62000E002
2408600	+3.61000E002
2408401	+2.96000E002
@end
TimeLoop	2001-01-01 00:00
@start
2504600	+2.44000E002
2504400	+3.64000E002
2504201	+2.75000E002
2504200	+3.65000E002
2504000	+3.65000E002
2503800	+3.65000E002
2503600	+3.65000E002
2503401	+3.65000E002
2503400	+3.65000E002
2503200	+3.65000E002
2503000	+3.65000E002
2502800	+3.65000E002
2502600	+3.65000E002
2502400	+3.65000E002
2502201	+3.65000E002
2502200	+3.65000E002
2502000	+3.65000E002
2501800	+3.65000E002
2501600	+3.65000E002
2501400	+3.65000E002
2501200	+3.65000E002
2501000	+3.65000E002
2500800	+3.65000E002
2500600	+3.65000E002
2500400	+3.65000E002
2500200	+3.65000E002
2500001	+3.65000E002
2500000	+3.61000E002
2499800	+3.65000E002
2499600	+3.11000E002
2499400	+3.65000E002
2499200	+3.65000E002
2499000	+3.65000E002
2498800	+3.65000E002
2498600	+3.65000E002
2498400	+3.65000E002
2498200	+3.65000E002
2498000	+3.64000E002
2497800	+3.65000E002
2497600	+3.65000E002
2497400	+3.65000E002
2497200	+3.65000E002
2497000	+2.94000E002
2496800	+3.65000E002
2496600	+3.65000E002
2496400	+3.65000E002
2496201	+3.65000E002
2496000	+3.65000E002
2495800	+3.65000E002
2495600	+3.65000E002
2495400	+3.65000E002
2495200	+3.65000E002
2495000	+3.65000E002
2494800	+3.65000E002
2494600	+3.65000E002
2494400	+3.65000E002
2494200	+3.65000E002
2494000	+3.65000E002
2493800	+3.65000E002
2493600	+3.65000E002
2493400	+3.42000E002
2493200	+3.65000E002
2493001	+2.92000E002
2493000	+2.93000E002
2492800	+3.65000E002
2492600	+3.65000E002
2492400	+3.65000E002
2492200	+2.97000E002
2492000	+2.98000E002
2491800	+3.65000E002
2491600	+3.65000E002
2491400	+3.65000E002
2491200	+3.65000E002
2491001	+3.65000E002
2491000	+3.65000E002
2490800	+3.50000E002
2490600	+3.65000E002
2490400	+3.65000E002
2490200	+3.65000E002
2490000	+3.65000E002
2489800	+3.65000E002
2489600	+3.65000E002
2489400	+3.65000E002
2489200	+3.65000E002
2489000	+3.65000E002
2488800	+3.65000E002
2488600	+3.65000E002
2488400	+3.65000E002
2488200	+3.65000E002
2488000	+3.65000E002
2487800	+3.17000E002
2487600	+3.65000E002
2487400	+3.65000E002
2487200	+3.65000E002
2487000	+3.65000E002
2486800	+3.65000E002
2486600	+3.65000E002
2486400	+3.54000E002
2486200	+3.65000E002
2486000	+3.65000E002
2485800	+3.65000E002
2485600	+3.65000E002
2485400	+3.65000E002
2485200	+3.65000E002
2485000	+3.65000E002
2484800	+3.65000E002
2484600	+3.65000E002
2484400	+3.65000E002
2484200	+3.63000E002
2484000	+3.65000E002
2483801	+3.65000E002
2483600	+3.65000E002
2483400	+3.65000E002
2483200	+3.65000E002
2483000	+3.65000E002
2482800	+3.65000E002
2482600	+3.65000E002
2482400	+3.65000E002
2482200	+3.65000E002
2482000	+3.65000E002
2481800	+2.82000E002
2481600	+3.27000E002
2481400	+2.86000E002
2481200	+2.83000E002
2481000	+3.65000E002
2480800	+2.86000E002
2480600	+2.85000E002
2480400	+3.30000E002
2480200	+3.65000E002
2480000	+3.63000E002
2479800	+3.65000E002
2479600	+3.65000E002
2479400	+2.27000E002
2479200	+3.10000E002
2479000	+3.65000E002
2478800	+3.10000E002
2478600	+3.50000E002
2478400	+3.17000E002
2478200	+3.00000E002
2478000	+3.00000E002
2477800	+2.36000E002
2477600	+3.65000E002
2477400	+2.37000E002
2477200	+2.36000E002
2477000	+3.65000E002
2476800	+2.42000E002
2476600	+3.65000E002
2476400	+2.81000E002
2476200	+3.65000E002
2476000	+2.48000E002
2475800	+3.65000E002
2475600	+2.59000E002
2475400	+3.65000E002
2475200	+2.45000E002
2475000	+3.65000E002
2474800	+2.46000E002
2474600	+3.65000E002
2474400	+3.65000E002
2474200	+3.20000E002
2474000	+3.36000E002
2473800	+3.36000E002
2473600	+3.65000E002
2473400	+3.65000E002
2473200	+3.65000E002
2473000	+3.65000E002
2472800	+3.65000E002
2472600	+3.65000E002
2472400	+3.65000E002
2472200	+3.65000E002
2472000	+2.94000E002
2471800	+3.00000E002
2471600	+3.65000E002
2471401	+3.65000E002
2471400	+3.65000E002
2471200	+2.96000E002
2471000	+3.65000E002
2470800	+3.15000E002
2470600	+3.15000E002
2470400	+3.65000E002
2470200	+3.65000E002
2470000	+3.65000E002
2469800	+3.65000E002
2469600	+3.65000E002
2469400	+3.65000E002
2469200	+3.14000E002
2469000	+3.65000E002
2468800	+2.93000E002
2468600	+3.50000E002
2468400	+3.14000E002
2468200	+3.65000E002
2468000	+3.65000E002
2467800	+3.65000E002
2467600	+3.65000E002
2467400	+2.48000E002
2467200	+3.65000E002
2467000	+3.65000E002
2466800	+2.56000E002
2466600	+2.78000E002
2466400	+2.95000E002
2466200	+3.14000E002
2466000	+3.65000E002
2465800	+2.95000E002
2465600	+2.83000E002
2465400	+1.70000E002
2465200	+3.32000E002
2465000	+2.61000E002
2464800	+3.65000E002
2464600	+3.65000E002
2464400	+3.65000E002
2464200	+3.46000E002
2464000	+2.95000E002
2463800	+3.31000E002
2463600	+2.21000E002
2463400	+3.58000E002
2463200	+3.63000E002
2463000	+2.77000E002
2462800	+3.65000E002
2462600	+3.65000E002
2462400	+2.98000E002
2462200	+3.65000E002
2462000	+2.95000E002
2461800	+3.65000E002
2461600	+2.98000E002
2461400	+3.65000E002
2461200	+3.54000E002
2461000	+2.98000E002
2460800	+3.65000E002
2460600	+3.60000E002
2460400	+3.10000E002
2460201	+2.27000E002
2460200	+2.39000E002
2460001	+3.65000E002
2460000	+3.65000E002
2459800	+2.34000E002
2459600	+3.65000E002
2459400	+3.65000E002
2459200	+3.65000E002
2459000	+3.65000E002
2458800	+3.65000E002
2458601	+2.90000E002
2458600	+2.94000E002
2458400	+3.65000E002
2458200	+3.65000E002
2458000	+2.96000E002
2457800	+3.48000E002
2457600	+2.92000E002
2457400	+2.54000E002
2457200	+2.29000E002
2457000	+3.65000E002
2456800	+3.40000E002
2456600	+3.65000E002
2456400	+3.37000E002
2456200	+3.30000E002
2456000	+3.65000E002
2455800	+3.47000E002
2455600	+3.65000E002
2455401	+2.98000E002
2455400	+2.99000E002
2455200	+3.04000E002
2455000	+2.95000E002
2454800	+2.96000E002
2454600	+2.95000E002
2454400	+2.96000E002
2454200	+3.65000E002
2454000	+2.63000E002
2453800	+2.95000E002
2453600	+3.65000E002
2453400	+3.65000E002
2453200	+3.54000E002
2453000	+3.65000E002
2452800	+3.59000E002
2452600	+3.65000E002
2452400	+3.65000E002
2452200	+3.65000E002
2452000	+1.97000E002
2451800	+2.77000E002
2451600	+2.94000E002
2451400	+3.29000E002
2451200	+2.53000E002
2451000	+2.52000E002
2450800	+3.36000E002
2450600	+2.55000E002
2450400	+2.53000E002
2450200	+2.50000E002
2450000	+2.78000E002
2449800	+3.50000E002
2449600	+3.65000E002
2449400	+3.65000E002
2449200	+3.33000E002
2449000	+3.57000E002
2448800	+3.59000E002
2448600	+3.43000E002
2448400	+3.65000E002
2448200	+3.27000E002
2448000	+3.61000E002
2447800	+2.53000E002
2447601	+2.60000E002
2447600	+2.45000E002
2447400	+2.13000E002
2447200	+3.65000E002
2447000	+3.50000E002
2446800	+3.51000E002
2446600	+3.61000E002
2446400	+3.00000E002
2446201	+1.92000E002
2446200	+2.18000E002
2446000	+2.34000E002
2445800	+3.43000E002
2445600	+2.34000E002
2445400	+2.64000E002
2445200	+2.22000E002
2445000	+2.27000E002
2444800	+2.30000E002
2444600	+2.26000E002
2444400	+3.33000E002
2444200	+3.33000E002
2444000	+2.75000E002
2443800	+2.47000E002
2443601	+2.57000E002
2443600	+2.74000E002
2443400	+2.20000E002
2443200	+2.03000E002
2443000	+3.65000E002
2442800	+2.75000E002
2442600	+2.97000E002
2442400	+2.77000E002
2442200	+3.65000E002
2442000	+3.65000E002
2441800	+3.64000E002
2441600	+3.65000E002
2441400	+3.65000E002
2441200	+3.65000E002
2441000	+3.65000E002
2440800	+3.65000E002
2440600	+3.65000E002
2440400	+3.65000E002
2440200	+3.65000E002
2440001	+3.65000E002
2440000	+3.65000E002
2439800	+3.65000E002
2439600	+3.65000E002
2439400	+3.65000E002
2439200	+3.65000E002
2439000	+3.65000E002
2438800	+3.65000E002
2438600	+3.65000E002
2438400	+3.65000E002
2438200	+3.65000E002
2438000	+3.65000E002
2437800	+3.65000E002
2437600	+3.65000E002
2437400	+3.65000E002
2437201	+3.65000E002
2437200	+3.65000E002
2437000	+3.65000E002
2436800	+3.65000E002
2436600	+3.65000E002
